4.3, 0.0
15.8, 0.0
15.9, 0.0
15.9, 0.0
15.9, 0.0
15.8, 0.0
15.9, 0.0
15.9, 0.0
15.8, 0.0
15.8, 0.0
15.8, 0.0
15.8, 0.0
15.8, 0.0
15.8, 0.0
15.8, 0.0
15.8, 0.0
15.8, 0.0
15.7, 0.0
15.7, 0.0
15.7, 0.0
15.7, 0.0
15.7, 0.0
15.7, 0.0
15.7, 0.0
15.6, 0.0
15.7, 0.0
15.6, 0.0
15.6, 0.0
15.6, 0.0
15.6, 0.0
15.6, 0.0
15.6, 0.0
15.6, 0.0
15.5, 0.0
15.5, 0.0
15.5, 0.0
15.5, 0.0
15.5, 0.0
15.5, 0.0
15.5, 0.0
15.5, 0.0
15.4, 0.0
15.5, 0.0
15.4, 0.0
15.4, 0.0
15.4, 0.0
15.4, 0.0
15.4, 0.0
15.4, 0.0
15.4, 0.0
15.4, 0.0
15.3, 0.0
15.3, 0.0
15.3, 0.0
15.3, 0.0
15.3, 0.0
15.3, 0.0
15.3, 0.0
15.3, 0.0
15.3, 0.0
15.3, 0.0
15.3, 0.0
15.3, 0.0
15.2, 0.0
15.2, 0.0
15.2, 0.0
15.2, 0.0
15.2, 0.0
15.2, 0.0
15.2, 0.0
15.2, 0.0
15.2, 0.0
15.2, 0.0
15.2, 0.0
15.2, 0.0
15.2, 0.0
15.2, 0.0
15.1, 0.0
15.1, 0.0
15.1, 0.0
15.1, 0.0
15.1, 0.0
15.1, 0.0
15.1, 0.0
15.1, 0.0
15.1, 0.0
15.1, 0.0
15.1, 0.0
15.1, 0.0
15.1, 0.0
15.1, 0.0
15.0, 0.0
15.1, 0.0
15.0, 0.0
